id;spam;GoodWordInSubject;GoodWordInText;BadWordInSubject;BadWordInText;AverageSentenceLength;MaximumSentenceLength;BiggerThanAverageSubjectLength;BiggerThanAverageTextLength
111;true;false;false;false;false;0;0;false;false
112;true;false;false;false;false;0;0;false;false
113;true;false;false;false;false;0;0;false;false
114;true;false;false;false;false;0;0;false;false
115;true;false;false;false;false;0;0;false;false
116;true;false;false;false;false;0;0;false;false
117;true;false;false;false;false;0;0;false;false
118;true;false;false;false;false;0;0;false;false
119;true;false;false;false;false;0;0;false;false
120;true;false;false;false;false;0;0;false;false
121;true;false;false;false;false;0;0;false;false
122;true;false;false;false;false;0;0;false;false
123;true;false;false;false;false;0;0;false;false
124;true;false;false;false;false;0;0;false;false
125;false;false;false;false;false;0;0;false;false
126;true;false;false;false;false;0;0;false;false
127;false;false;false;false;false;0;0;false;false
128;true;false;false;false;false;0;0;false;false
129;true;false;false;false;false;0;0;false;false
130;true;false;false;false;false;0;0;false;false
131;true;false;false;false;false;0;0;false;false
132;true;false;false;false;false;0;0;false;false
133;true;false;false;false;false;0;0;false;false
134;true;false;false;false;false;0;0;false;false
135;true;false;false;false;false;0;0;false;false
136;true;false;false;false;false;0;0;false;false
137;true;false;false;false;false;0;0;false;false
138;true;false;false;false;false;0;0;false;false
139;true;false;false;false;false;0;0;false;false
140;true;false;false;false;false;0;0;false;false
141;true;false;false;false;false;0;0;false;false
142;true;false;false;false;false;0;0;false;false
143;true;false;false;false;false;0;0;false;false
144;true;false;false;false;false;0;0;false;false
145;true;false;false;false;false;0;0;false;false
146;true;false;false;false;false;0;0;false;false
147;true;false;false;false;false;0;0;false;false
148;true;false;false;false;false;0;0;false;false
149;true;false;false;false;false;0;0;false;false
150;true;false;false;false;false;0;0;false;false
151;true;false;false;false;false;0;0;false;false
152;true;false;false;false;false;0;0;false;false
153;true;false;false;false;false;0;0;false;false
154;true;false;false;false;false;0;0;false;false
155;true;false;false;false;false;0;0;false;false
156;true;false;false;false;false;0;0;false;false
157;true;false;false;false;false;0;0;false;false
158;true;false;false;false;false;0;0;false;false
159;true;false;false;false;false;0;0;false;false
160;true;false;false;false;false;0;0;false;false
161;true;false;false;false;false;0;0;false;false
162;true;false;false;false;false;0;0;false;false
163;true;false;false;false;false;0;0;false;false
164;true;false;false;false;false;0;0;false;false
165;true;false;false;false;false;0;0;false;false
166;true;false;false;false;false;0;0;false;false
167;true;false;false;false;false;0;0;false;false
168;true;false;false;false;false;0;0;false;false
169;true;false;false;false;false;0;0;false;false
170;true;false;false;false;false;0;0;false;false
171;true;false;false;false;false;0;0;false;false
172;true;false;false;false;false;0;0;false;false
173;true;false;false;false;false;0;0;false;false
174;true;false;false;false;false;0;0;false;false
175;true;false;false;false;false;0;0;false;false
176;true;false;false;false;false;0;0;false;false
177;true;false;false;false;false;0;0;false;false
178;true;false;false;false;false;0;0;false;false
179;true;false;false;false;false;0;0;false;false
180;true;false;false;false;false;0;0;false;false
181;true;false;false;false;false;0;0;false;false
182;true;false;false;false;false;0;0;false;false
183;false;false;false;false;false;0;0;false;false
184;true;false;false;false;false;0;0;false;false
185;true;false;false;false;false;0;0;false;false
186;true;false;false;false;false;0;0;false;false
187;true;false;false;false;false;0;0;false;false
188;true;false;false;false;false;0;0;false;false
189;true;false;false;false;false;0;0;false;false
190;true;false;false;false;false;0;0;false;false
191;true;false;false;false;false;0;0;false;false
192;true;false;false;false;false;0;0;false;false
193;true;false;false;false;false;0;0;false;false
194;true;false;false;false;false;0;0;false;false
195;true;false;false;false;false;0;0;false;false
196;true;false;false;false;false;0;0;false;false
197;true;false;false;false;false;0;0;false;false
198;true;false;false;false;false;0;0;false;false
199;true;false;false;false;false;0;0;false;false
200;true;false;false;false;false;0;0;false;false
201;true;false;false;false;false;0;0;false;false
202;true;false;false;false;false;0;0;false;false
203;false;false;false;false;false;0;0;false;false
204;true;false;false;false;false;0;0;false;false
205;true;false;false;false;false;0;0;false;false
206;true;false;false;false;false;0;0;false;false
207;true;false;false;false;false;0;0;false;false
208;true;false;false;false;false;0;0;false;false
209;true;false;false;false;false;0;0;false;false
210;true;false;false;false;false;0;0;false;false
211;true;false;false;false;false;0;0;false;false
212;true;false;false;false;false;0;0;false;false
213;true;false;false;false;false;0;0;false;false
214;true;false;false;false;false;0;0;false;false
215;true;false;false;false;false;0;0;false;false
216;true;false;false;false;false;0;0;false;false
217;true;false;false;false;false;0;0;false;false
218;false;false;false;false;false;0;0;false;false
219;true;false;false;false;false;0;0;false;false
220;true;false;false;false;false;0;0;false;false
221;true;false;false;false;false;0;0;false;false
222;true;false;false;false;false;0;0;false;false
223;true;false;false;false;false;0;0;false;false
224;true;false;false;false;false;0;0;false;false
225;true;false;false;false;false;0;0;false;false
226;true;false;false;false;false;0;0;false;false
227;true;false;false;false;false;0;0;false;false
228;false;false;false;false;false;0;0;false;false
229;true;false;false;false;false;0;0;false;false
230;true;false;false;false;false;0;0;false;false
231;true;false;false;false;false;0;0;false;false
232;true;false;false;false;false;0;0;false;false
233;true;false;false;false;false;0;0;false;false
234;true;false;false;false;false;0;0;false;false
235;true;false;false;false;false;0;0;false;false
236;true;false;false;false;false;0;0;false;false
237;true;false;false;false;false;0;0;false;false
238;true;false;false;false;false;0;0;false;false
239;true;false;false;false;false;0;0;false;false
240;false;false;false;false;false;0;0;false;false
241;true;false;false;false;false;0;0;false;false
242;true;false;false;false;false;0;0;false;false
243;true;false;false;false;false;0;0;false;false
244;true;false;false;false;false;0;0;false;false
245;true;false;false;false;false;0;0;false;false
246;true;false;false;false;false;0;0;false;false
247;true;false;false;false;false;0;0;false;false
248;true;false;false;false;false;0;0;false;false
249;true;false;false;false;false;0;0;false;false
250;true;false;false;false;false;0;0;false;false
251;true;false;false;false;false;0;0;false;false
252;true;false;false;false;false;0;0;false;false
253;true;false;false;false;false;0;0;false;false
254;true;false;false;false;false;0;0;false;false
255;true;false;false;false;false;0;0;false;false
256;true;false;false;false;false;0;0;false;false
257;true;false;false;false;false;0;0;false;false
258;true;false;false;false;false;0;0;false;false
259;true;false;false;false;false;0;0;false;false
260;true;false;false;false;false;0;0;false;false
261;true;false;false;false;false;0;0;false;false
262;true;false;false;false;false;0;0;false;false
263;true;false;false;false;false;0;0;false;false
264;true;false;false;false;false;0;0;false;false
265;true;false;false;false;false;0;0;false;false
266;true;false;false;false;false;0;0;false;false
267;true;false;false;false;false;0;0;false;false
268;false;false;false;false;false;0;0;false;false
269;true;false;false;false;false;0;0;false;false
270;true;false;false;false;false;0;0;false;false
271;false;false;false;false;false;0;0;false;false
272;true;false;false;false;false;0;0;false;false
273;true;false;false;false;false;0;0;false;false
274;true;false;false;false;false;0;0;false;false
275;true;false;false;false;false;0;0;false;false
276;true;false;false;false;false;0;0;false;false
277;false;false;false;false;false;0;0;false;false
278;false;false;false;false;false;0;0;false;false
279;false;false;false;false;false;0;0;false;false
280;true;false;false;false;false;0;0;false;false
281;true;false;false;false;false;0;0;false;false
282;true;false;false;false;false;0;0;false;false
283;false;false;false;false;false;0;0;false;false
284;false;false;false;false;false;0;0;false;false
285;true;false;false;false;false;0;0;false;false
286;true;false;false;false;false;0;0;false;false
287;true;false;false;false;false;0;0;false;false
288;true;false;false;false;false;0;0;false;false
289;true;false;false;false;false;0;0;false;false
290;false;false;false;false;false;0;0;false;false
291;true;false;false;false;false;0;0;false;false
292;true;false;false;false;false;0;0;false;false
293;true;false;false;false;false;0;0;false;false
294;true;false;false;false;false;0;0;false;false
295;true;false;false;false;false;0;0;false;false
296;true;false;false;false;false;0;0;false;false
297;false;false;false;false;false;0;0;false;false
298;true;false;false;false;false;0;0;false;false
299;true;false;false;false;false;0;0;false;false
300;false;false;false;false;false;0;0;false;false
301;false;false;false;false;false;0;0;false;false
302;true;false;false;false;false;0;0;false;false
303;true;false;false;false;false;0;0;false;false
304;true;false;false;false;false;0;0;false;false
305;true;false;false;false;false;0;0;false;false
306;true;false;false;false;false;0;0;false;false
307;true;false;false;false;false;0;0;false;false
308;true;false;false;false;false;0;0;false;false
309;true;false;false;false;false;0;0;false;false
310;true;false;false;false;false;0;0;false;false
311;true;false;false;false;false;0;0;false;false
312;true;false;false;false;false;0;0;false;false
313;true;false;false;false;false;0;0;false;false
314;true;false;false;false;false;0;0;false;false
315;true;false;false;false;false;0;0;false;false
316;true;false;false;false;false;0;0;false;false
317;true;false;false;false;false;0;0;false;false
318;true;false;false;false;false;0;0;false;false
319;true;false;false;false;false;0;0;false;false
320;true;false;false;false;false;0;0;false;false
321;true;false;false;false;false;0;0;false;false
322;true;false;false;false;false;0;0;false;false
323;true;false;false;false;false;0;0;false;false
324;true;false;false;false;false;0;0;false;false
325;true;false;false;false;false;0;0;false;false
326;true;false;false;false;false;0;0;false;false
327;true;false;false;false;false;0;0;false;false
328;true;false;false;false;false;0;0;false;false
329;true;false;false;false;false;0;0;false;false
330;true;false;false;false;false;0;0;false;false
331;true;false;false;false;false;0;0;false;false
332;true;false;false;false;false;0;0;false;false
333;true;false;false;false;false;0;0;false;false
334;true;false;false;false;false;0;0;false;false
335;true;false;false;false;false;0;0;false;false
336;true;false;false;false;false;0;0;false;false
337;true;false;false;false;false;0;0;false;false
338;true;false;false;false;false;0;0;false;false
339;true;false;false;false;false;0;0;false;false
340;true;false;false;false;false;0;0;false;false
341;true;false;false;false;false;0;0;false;false
342;true;false;false;false;false;0;0;false;false
343;true;false;false;false;false;0;0;false;false
344;true;false;false;false;false;0;0;false;false
345;true;false;false;false;false;0;0;false;false
346;true;false;false;false;false;0;0;false;false
347;true;false;false;false;false;0;0;false;false
348;true;false;false;false;false;0;0;false;false
349;true;false;false;false;false;0;0;false;false
350;true;false;false;false;false;0;0;false;false
351;true;false;false;false;false;0;0;false;false
352;true;false;false;false;false;0;0;false;false
353;true;false;false;false;false;0;0;false;false
354;true;false;false;false;false;0;0;false;false
355;true;false;false;false;false;0;0;false;false
356;true;false;false;false;false;0;0;false;false
357;true;false;false;false;false;0;0;false;false
358;true;false;false;false;false;0;0;false;false
359;true;false;false;false;false;0;0;false;false
360;true;false;false;false;false;0;0;false;false
361;true;false;false;false;false;0;0;false;false
362;true;false;false;false;false;0;0;false;false
363;true;false;false;false;false;0;0;false;false
364;true;false;false;false;false;0;0;false;false
365;true;false;false;false;false;0;0;false;false
366;true;false;false;false;false;0;0;false;false
367;true;false;false;false;false;0;0;false;false
368;true;false;false;false;false;0;0;false;false
369;true;false;false;false;false;0;0;false;false
370;true;false;false;false;false;0;0;false;false
371;true;false;false;false;false;0;0;false;false
372;true;false;false;false;false;0;0;false;false
373;true;false;false;false;false;0;0;false;false
374;true;false;false;false;false;0;0;false;false
375;true;false;false;false;false;0;0;false;false
376;true;false;false;false;false;0;0;false;false
377;true;false;false;false;false;0;0;false;false
378;true;false;false;false;false;0;0;false;false
379;true;false;false;false;false;0;0;false;false
380;true;false;false;false;false;0;0;false;false
381;false;false;false;false;false;0;0;false;false
382;false;false;false;false;false;0;0;false;false
383;true;false;false;false;false;0;0;false;false
384;true;false;false;false;false;0;0;false;false
385;true;false;false;false;false;0;0;false;false
386;true;false;false;false;false;0;0;false;false
387;true;false;false;false;false;0;0;false;false
388;true;false;false;false;false;0;0;false;false
389;true;false;false;false;false;0;0;false;false
390;true;false;false;false;false;0;0;false;false
391;true;false;false;false;false;0;0;false;false
392;true;false;false;false;false;0;0;false;false
393;true;false;false;false;false;0;0;false;false
394;true;false;false;false;false;0;0;false;false
395;true;false;false;false;false;0;0;false;false
396;true;false;false;false;false;0;0;false;false
397;true;false;false;false;false;0;0;false;false
398;true;false;false;false;false;0;0;false;false
399;true;false;false;false;false;0;0;false;false
400;true;false;false;false;false;0;0;false;false
401;true;false;false;false;false;0;0;false;false
402;true;false;false;false;false;0;0;false;false
403;true;false;false;false;false;0;0;false;false
404;true;false;false;false;false;0;0;false;false
405;true;false;false;false;false;0;0;false;false
406;true;false;false;false;false;0;0;false;false
407;true;false;false;false;false;0;0;false;false
408;true;false;false;false;false;0;0;false;false
409;true;false;false;false;false;0;0;false;false
410;true;false;false;false;false;0;0;false;false
411;true;false;false;false;false;0;0;false;false
412;true;false;false;false;false;0;0;false;false
413;true;false;false;false;false;0;0;false;false
414;true;false;false;false;false;0;0;false;false
415;true;false;false;false;false;0;0;false;false
416;true;false;false;false;false;0;0;false;false
417;true;false;false;false;false;0;0;false;false
418;false;false;false;false;false;0;0;false;false
419;true;false;false;false;false;0;0;false;false
420;true;false;false;false;false;0;0;false;false
421;true;false;false;false;false;0;0;false;false
422;true;false;false;false;false;0;0;false;false
423;false;false;false;false;false;0;0;false;false
424;true;false;false;false;false;0;0;false;false
425;true;false;false;false;false;0;0;false;false
426;false;false;false;false;false;0;0;false;false
427;true;false;false;false;false;0;0;false;false
428;true;false;false;false;false;0;0;false;false
429;true;false;false;false;false;0;0;false;false
430;true;false;false;false;false;0;0;false;false
431;true;false;false;false;false;0;0;false;false
432;true;false;false;false;false;0;0;false;false
433;false;false;false;false;false;0;0;false;false
434;true;false;false;false;false;0;0;false;false
435;true;false;false;false;false;0;0;false;false
436;true;false;false;false;false;0;0;false;false
437;true;false;false;false;false;0;0;false;false
438;true;false;false;false;false;0;0;false;false
439;false;false;false;false;false;0;0;false;false
440;false;false;false;false;false;0;0;false;false
441;true;false;false;false;false;0;0;false;false
442;false;false;false;false;false;0;0;false;false
443;true;false;false;false;false;0;0;false;false
444;true;false;false;false;false;0;0;false;false
445;true;false;false;false;false;0;0;false;false
446;true;false;false;false;false;0;0;false;false
447;true;false;false;false;false;0;0;false;false
448;true;false;false;false;false;0;0;false;false
449;true;false;false;false;false;0;0;false;false
450;true;false;false;false;false;0;0;false;false
451;true;false;false;false;false;0;0;false;false
452;true;false;false;false;false;0;0;false;false
453;true;false;false;false;false;0;0;false;false
454;true;false;false;false;false;0;0;false;false
455;true;false;false;false;false;0;0;false;false
456;true;false;false;false;false;0;0;false;false
457;true;false;false;false;false;0;0;false;false
458;true;false;false;false;false;0;0;false;false
459;true;false;false;false;false;0;0;false;false
460;true;false;false;false;false;0;0;false;false
461;true;false;false;false;false;0;0;false;false
462;true;false;false;false;false;0;0;false;false
463;true;false;false;false;false;0;0;false;false
464;true;false;false;false;false;0;0;false;false
465;true;false;false;false;false;0;0;false;false
466;true;false;false;false;false;0;0;false;false
467;true;false;false;false;false;0;0;false;false
468;true;false;false;false;false;0;0;false;false
469;true;false;false;false;false;0;0;false;false
470;true;false;false;false;false;0;0;false;false
471;true;false;false;false;false;0;0;false;false
472;true;false;false;false;false;0;0;false;false
473;true;false;false;false;false;0;0;false;false
474;true;false;false;false;false;0;0;false;false
475;true;false;false;false;false;0;0;false;false
476;true;false;false;false;false;0;0;false;false
477;true;false;false;false;false;0;0;false;false
478;true;false;false;false;false;0;0;false;false
479;true;false;false;false;false;0;0;false;false
480;true;false;false;false;false;0;0;false;false
481;true;false;false;false;false;0;0;false;false
482;true;false;false;false;false;0;0;false;false
483;true;false;false;false;false;0;0;false;false
484;true;false;false;false;false;0;0;false;false
485;true;false;false;false;false;0;0;false;false
486;true;false;false;false;false;0;0;false;false
487;true;false;false;false;false;0;0;false;false
488;true;false;false;false;false;0;0;false;false
489;false;false;false;false;false;0;0;false;false
490;false;false;false;false;false;0;0;false;false
491;true;false;false;false;false;0;0;false;false
492;true;false;false;false;false;0;0;false;false
493;true;false;false;false;false;0;0;false;false
494;true;false;false;false;false;0;0;false;false
495;true;false;false;false;false;0;0;false;false
496;true;false;false;false;false;0;0;false;false
497;true;false;false;false;false;0;0;false;false
498;true;false;false;false;false;0;0;false;false
499;true;false;false;false;false;0;0;false;false
500;true;false;false;false;false;0;0;false;false
501;true;false;false;false;false;0;0;false;false
502;true;false;false;false;false;0;0;false;false
503;false;false;false;false;false;0;0;false;false
504;true;false;false;false;false;0;0;false;false
505;true;false;false;false;false;0;0;false;false
506;true;false;false;false;false;0;0;false;false
507;true;false;false;false;false;0;0;false;false
508;true;false;false;false;false;0;0;false;false
509;true;false;false;false;false;0;0;false;false
510;true;false;false;false;false;0;0;false;false
511;true;false;false;false;false;0;0;false;false
512;true;false;false;false;false;0;0;false;false
513;true;false;false;false;false;0;0;false;false
514;true;false;false;false;false;0;0;false;false
515;true;false;false;false;false;0;0;false;false
516;true;false;false;false;false;0;0;false;false
517;true;false;false;false;false;0;0;false;false
518;true;false;false;false;false;0;0;false;false
519;true;false;false;false;false;0;0;false;false
520;true;false;false;false;false;0;0;false;false
521;true;false;false;false;false;0;0;false;false
522;true;false;false;false;false;0;0;false;false
523;true;false;false;false;false;0;0;false;false
524;true;false;false;false;false;0;0;false;false
525;false;false;false;false;false;0;0;false;false
526;true;false;false;false;false;0;0;false;false
527;true;false;false;false;false;0;0;false;false
528;true;false;false;false;false;0;0;false;false
529;true;false;false;false;false;0;0;false;false
530;true;false;false;false;false;0;0;false;false
531;true;false;false;false;false;0;0;false;false
532;true;false;false;false;false;0;0;false;false
533;true;false;false;false;false;0;0;false;false
534;true;false;false;false;false;0;0;false;false
535;true;false;false;false;false;0;0;false;false
536;true;false;false;false;false;0;0;false;false
537;true;false;false;false;false;0;0;false;false
538;true;false;false;false;false;0;0;false;false
539;true;false;false;false;false;0;0;false;false
540;true;false;false;false;false;0;0;false;false
541;true;false;false;false;false;0;0;false;false
542;true;false;false;false;false;0;0;false;false
543;true;false;false;false;false;0;0;false;false
544;true;false;false;false;false;0;0;false;false
545;true;false;false;false;false;0;0;false;false
546;true;false;false;false;false;0;0;false;false
547;true;false;false;false;false;0;0;false;false
548;true;false;false;false;false;0;0;false;false
549;true;false;false;false;false;0;0;false;false
550;true;false;false;false;false;0;0;false;false
551;true;false;false;false;false;0;0;false;false
552;true;false;false;false;false;0;0;false;false
553;true;false;false;false;false;0;0;false;false
554;false;false;false;false;false;0;0;false;false
555;true;false;false;false;false;0;0;false;false
556;true;false;false;false;false;0;0;false;false
557;true;false;false;false;false;0;0;false;false
558;true;false;false;false;false;0;0;false;false
559;true;false;false;false;false;0;0;false;false
560;true;false;false;false;false;0;0;false;false
561;true;false;false;false;false;0;0;false;false
562;true;false;false;false;false;0;0;false;false
563;true;false;false;false;false;0;0;false;false
564;true;false;false;false;false;0;0;false;false
565;true;false;false;false;false;0;0;false;false
566;true;false;false;false;false;0;0;false;false
567;true;false;false;false;false;0;0;false;false
568;true;false;false;false;false;0;0;false;false
569;true;false;false;false;false;0;0;false;false
570;true;false;false;false;false;0;0;false;false
571;true;false;false;false;false;0;0;false;false
572;true;false;false;false;false;0;0;false;false
573;true;false;false;false;false;0;0;false;false
574;true;false;false;false;false;0;0;false;false
575;true;false;false;false;false;0;0;false;false
576;true;false;false;false;false;0;0;false;false
577;true;false;false;false;false;0;0;false;false
578;false;false;false;false;false;0;0;false;false
579;true;false;false;false;false;0;0;false;false
580;true;false;false;false;false;0;0;false;false
581;true;false;false;false;false;0;0;false;false
582;true;false;false;false;false;0;0;false;false
583;true;false;false;false;false;0;0;false;false
584;true;false;false;false;false;0;0;false;false
585;false;false;false;false;false;0;0;false;false
586;true;false;false;false;false;0;0;false;false
587;true;false;false;false;false;0;0;false;false
588;true;false;false;false;false;0;0;false;false
589;true;false;false;false;false;0;0;false;false
590;true;false;false;false;false;0;0;false;false
591;true;false;false;false;false;0;0;false;false
592;true;false;false;false;false;0;0;false;false
593;true;false;false;false;false;0;0;false;false
594;true;false;false;false;false;0;0;false;false
595;true;false;false;false;false;0;0;false;false
596;true;false;false;false;false;0;0;false;false
597;true;false;false;false;false;0;0;false;false
598;true;false;false;false;false;0;0;false;false
599;true;false;false;false;false;0;0;false;false
600;true;false;false;false;false;0;0;false;false
601;true;false;false;false;false;0;0;false;false
602;true;false;false;false;false;0;0;false;false
603;true;false;false;false;false;0;0;false;false
604;true;false;false;false;false;0;0;false;false
605;false;false;false;false;false;0;0;false;false
606;false;false;false;false;false;0;0;false;false
607;false;false;false;false;false;0;0;false;false
608;true;false;false;false;false;0;0;false;false
609;true;false;false;false;false;0;0;false;false
610;true;false;false;false;false;0;0;false;false
611;true;false;false;false;false;0;0;false;false
612;true;false;false;false;false;0;0;false;false
613;true;false;false;false;false;0;0;false;false
614;true;false;false;false;false;0;0;false;false
615;true;false;false;false;false;0;0;false;false
616;false;false;false;false;false;0;0;false;false
617;true;false;false;false;false;0;0;false;false
618;true;false;false;false;false;0;0;false;false
619;true;false;false;false;false;0;0;false;false
620;true;false;false;false;false;0;0;false;false
621;true;false;false;false;false;0;0;false;false
622;true;false;false;false;false;0;0;false;false
623;true;false;false;false;false;0;0;false;false
624;true;false;false;false;false;0;0;false;false
625;true;false;false;false;false;0;0;false;false
626;true;false;false;false;false;0;0;false;false
627;true;false;false;false;false;0;0;false;false
628;false;false;false;false;false;0;0;false;false
629;true;false;false;false;false;0;0;false;false
630;false;false;false;false;false;0;0;false;false
631;true;false;false;false;false;0;0;false;false
632;true;false;false;false;false;0;0;false;false
633;true;false;false;false;false;0;0;false;false
634;true;false;false;false;false;0;0;false;false
635;true;false;false;false;false;0;0;false;false
636;false;false;false;false;false;0;0;false;false
637;true;false;false;false;false;0;0;false;false
638;true;false;false;false;false;0;0;false;false
639;true;false;false;false;false;0;0;false;false
640;false;false;false;false;false;0;0;false;false
641;true;false;false;false;false;0;0;false;false
642;true;false;false;false;false;0;0;false;false
643;true;false;false;false;false;0;0;false;false
644;true;false;false;false;false;0;0;false;false
645;true;false;false;false;false;0;0;false;false
646;true;false;false;false;false;0;0;false;false
647;true;false;false;false;false;0;0;false;false
648;true;false;false;false;false;0;0;false;false
649;true;false;false;false;false;0;0;false;false
650;true;false;false;false;false;0;0;false;false
651;true;false;false;false;false;0;0;false;false
652;true;false;false;false;false;0;0;false;false
653;true;false;false;false;false;0;0;false;false
654;true;false;false;false;false;0;0;false;false
655;true;false;false;false;false;0;0;false;false
656;true;false;false;false;false;0;0;false;false
657;false;false;false;false;false;0;0;false;false
658;true;false;false;false;false;0;0;false;false
659;true;false;false;false;false;0;0;false;false
660;true;false;false;false;false;0;0;false;false
661;false;false;false;false;false;0;0;false;false
662;false;false;false;false;false;0;0;false;false
663;true;false;false;false;false;0;0;false;false
664;true;false;false;false;false;0;0;false;false
665;true;false;false;false;false;0;0;false;false
666;false;false;false;false;false;0;0;false;false
667;true;false;false;false;false;0;0;false;false
668;true;false;false;false;false;0;0;false;false
669;true;false;false;false;false;0;0;false;false
670;true;false;false;false;false;0;0;false;false
671;true;false;false;false;false;0;0;false;false
672;true;false;false;false;false;0;0;false;false
673;true;false;false;false;false;0;0;false;false
674;true;false;false;false;false;0;0;false;false
675;true;false;false;false;false;0;0;false;false
676;true;false;false;false;false;0;0;false;false
677;true;false;false;false;false;0;0;false;false
678;true;false;false;false;false;0;0;false;false
679;true;false;false;false;false;0;0;false;false
680;true;false;false;false;false;0;0;false;false
681;true;false;false;false;false;0;0;false;false
682;false;false;false;false;false;0;0;false;false
683;false;false;false;false;false;0;0;false;false
684;true;false;false;false;false;0;0;false;false
685;true;false;false;false;false;0;0;false;false
686;true;false;false;false;false;0;0;false;false
687;true;false;false;false;false;0;0;false;false
688;true;false;false;false;false;0;0;false;false
689;true;false;false;false;false;0;0;false;false
690;true;false;false;false;false;0;0;false;false
691;true;false;false;false;false;0;0;false;false
